VendorName,Brand,Category,PurchasePrice,ActualPrice,QuantitySold,QuantityOnHand,TotalSales,TotalPurchaseCost,GrossProfit,PurchaseDate,Month,MonthName,Quarter,Year,ProfitMargin,MarkupRatio
Delta Traders,Brand D,Health & Beauty,308.72,389.26,42,426,16348.92,12966.24,3382.68,2023-07-09,7,Jul,3,2023,20.69,1.261
Global Mart,Brand G,Clothing,449.06,496.38,68,41,33753.84,30536.08,3217.76,2023-01-13,1,Jan,1,2023,9.53,1.105
Heritage Inc.,Brand H,Health & Beauty,410.83,740.65,189,464,139982.85,77646.87,62335.98,2023-01-25,1,Jan,1,2023,44.53,1.803
Apex Supplies,Brand A,Clothing,133.88,256.56,189,109,48489.84,25303.32,23186.52,2023-11-10,11,Nov,4,2023,47.82,1.916
FairWay Corp.,Brand F,Furniture,143.0,273.21,70,277,19124.7,10010.0,9114.7,2023-06-17,6,Jun,2,2023,47.66,1.911
Heritage Inc.,Brand H,Electronics,71.42,84.01,78,323,6552.78,5570.76,982.02,2023-03-20,3,Mar,1,2023,14.99,1.176
Eagle Exports,Brand E,Office Supplies,175.11,269.61,196,18,52843.56,34321.56,18522.0,2023-02-25,2,Feb,1,2023,35.05,1.54
Delta Traders,Brand D,Furniture,499.78,899.04,90,65,80913.6,44980.2,35933.4,2023-04-29,4,Apr,2,2023,44.41,1.799
Blue Ridge Co.,Brand B,Health & Beauty,208.82,293.02,111,166,32525.22,23179.02,9346.2,2023-08-06,8,Aug,3,2023,28.74,1.403
FairWay Corp.,Brand F,Furniture,118.04,274.05,112,72,30693.6,13220.48,17473.12,2023-03-16,3,Mar,1,2023,56.93,2.322
FairWay Corp.,Brand F,Furniture,383.62,468.77,103,402,48283.31,39512.86,8770.45,2023-01-18,1,Jan,1,2023,18.16,1.222
Apex Supplies,Brand A,Furniture,275.81,491.59,145,399,71280.55,39992.45,31288.1,2023-11-07,11,Nov,4,2023,43.89,1.782
Icon Wholesale,Brand I,Health & Beauty,83.3,172.26,19,309,3272.94,1582.7,1690.24,2023-08-03,8,Aug,3,2023,51.64,2.068
FairWay Corp.,Brand F,Office Supplies,196.54,288.22,179,408,51591.38,35180.66,16410.72,2023-11-09,11,Nov,4,2023,31.81,1.466
Cardinal Goods,Brand C,Sporting Goods,213.09,420.63,70,111,29444.1,14916.3,14527.8,2023-08-19,8,Aug,3,2023,49.34,1.974
Delta Traders,Brand D,Furniture,379.38,857.83,63,273,54043.29,23900.94,30142.35,2023-08-30,8,Aug,3,2023,55.77,2.261
Delta Traders,Brand D,Clothing,20.13,27.51,75,406,2063.25,1509.75,553.5,2023-08-27,8,Aug,3,2023,26.83,1.367
Cardinal Goods,Brand C,Health & Beauty,141.82,338.11,158,372,53421.38,22407.56,31013.82,2023-07-11,7,Jul,3,2023,58.06,2.384
Junction LLC,Brand J,Furniture,263.62,494.28,153,84,75624.84,40333.86,35290.98,2023-09-17,9,Sep,3,2023,46.67,1.875
Cardinal Goods,Brand C,Office Supplies,141.73,215.28,104,138,22389.12,14739.92,7649.2,2023-09-09,9,Sep,3,2023,34.16,1.519
Cardinal Goods,Brand C,Sporting Goods,317.93,541.5,75,38,40612.5,23844.75,16767.75,2023-07-17,7,Jul,3,2023,41.29,1.703
Delta Traders,Brand D,Health & Beauty,246.12,378.3,128,104,48422.4,31503.36,16919.04,2023-02-06,2,Feb,1,2023,34.94,1.537
Global Mart,Brand G,Food & Beverage,187.24,396.04,199,323,78811.96,37260.76,41551.2,2023-05-19,5,May,2,2023,52.72,2.115
Delta Traders,Brand D,Sporting Goods,475.11,1052.28,154,280,162051.12,73166.94,88884.18,2023-06-08,6,Jun,2,2023,54.85,2.215
Icon Wholesale,Brand I,Clothing,319.76,724.61,56,446,40578.16,17906.56,22671.6,2023-04-16,4,Apr,2,2023,55.87,2.266
Apex Supplies,Brand A,Furniture,73.67,182.71,22,479,4019.62,1620.74,2398.88,2023-12-29,12,Dec,4,2023,59.68,2.48
Heritage Inc.,Brand H,Office Supplies,284.44,627.99,89,413,55891.11,25315.16,30575.95,2023-03-09,3,Mar,1,2023,54.71,2.208
Global Mart,Brand G,Food & Beverage,392.56,762.33,19,428,14484.27,7458.64,7025.63,2023-04-07,4,Apr,2,2023,48.51,1.942
Blue Ridge Co.,Brand B,Office Supplies,357.16,562.49,159,122,89435.91,56788.44,32647.47,2023-08-02,8,Aug,3,2023,36.5,1.575
Heritage Inc.,Brand H,Food & Beverage,94.32,175.66,26,217,4567.16,2452.32,2114.84,2023-07-24,7,Jul,3,2023,46.31,1.862
Apex Supplies,Brand A,Health & Beauty,486.49,563.11,170,376,95728.7,82703.3,13025.4,2023-06-13,6,Jun,2,2023,13.61,1.157
Icon Wholesale,Brand I,Food & Beverage,229.92,492.66,169,60,83259.54,38856.48,44403.06,2023-04-21,4,Apr,2,2023,53.33,2.143
Icon Wholesale,Brand I,Clothing,87.92,151.6,23,99,3486.8,2022.16,1464.64,2023-09-25,9,Sep,3,2023,42.01,1.724
Blue Ridge Co.,Brand B,Clothing,98.3,110.89,47,306,5211.83,4620.1,591.73,2023-06-08,6,Jun,2,2023,11.35,1.128
Global Mart,Brand G,Electronics,58.14,69.04,13,353,897.52,755.82,141.7,2023-08-16,8,Aug,3,2023,15.79,1.187
Junction LLC,Brand J,Clothing,403.72,663.09,66,392,43763.94,26645.52,17118.42,2023-07-29,7,Jul,3,2023,39.12,1.642
Cardinal Goods,Brand C,Sporting Goods,69.79,133.77,194,203,25951.38,13539.26,12412.12,2023-05-21,5,May,2,2023,47.83,1.917
Global Mart,Brand G,Food & Beverage,71.31,124.78,144,257,17968.32,10268.64,7699.68,2023-06-01,6,Jun,2,2023,42.85,1.75
Junction LLC,Brand J,Clothing,426.73,839.33,73,485,61271.09,31151.29,30119.8,2023-07-01,7,Jul,3,2023,49.16,1.967
Icon Wholesale,Brand I,Health & Beauty,178.86,317.01,156,4,49453.56,27902.16,21551.4,2023-12-13,12,Dec,4,2023,43.58,1.772
Delta Traders,Brand D,Office Supplies,25.12,50.9,77,445,3919.3,1934.24,1985.06,2023-06-20,6,Jun,2,2023,50.65,2.026
Apex Supplies,Brand A,Office Supplies,35.43,49.84,163,196,8123.92,5775.09,2348.83,2023-02-12,2,Feb,1,2023,28.91,1.407
Blue Ridge Co.,Brand B,Electronics,79.66,100.21,169,179,16935.49,13462.54,3472.95,2023-01-30,1,Jan,1,2023,20.51,1.258
Apex Supplies,Brand A,Office Supplies,114.56,221.67,31,341,6871.77,3551.36,3320.41,2023-04-11,4,Apr,2,2023,48.32,1.935
Eagle Exports,Brand E,Food & Beverage,335.92,597.46,85,132,50784.1,28553.2,22230.9,2023-05-24,5,May,2,2023,43.78,1.779
Eagle Exports,Brand E,Electronics,87.09,99.07,160,442,15851.2,13934.4,1916.8,2023-09-08,9,Sep,3,2023,12.09,1.138
Global Mart,Brand G,Food & Beverage,68.25,111.43,182,323,20280.26,12421.5,7858.76,2023-07-18,7,Jul,3,2023,38.75,1.633
Icon Wholesale,Brand I,Health & Beauty,384.71,480.34,59,252,28340.06,22697.89,5642.17,2023-08-06,8,Aug,3,2023,19.91,1.249
Icon Wholesale,Brand I,Electronics,338.82,624.75,41,264,25614.75,13891.62,11723.13,2023-12-06,12,Dec,4,2023,45.77,1.844
Cardinal Goods,Brand C,Furniture,223.31,369.37,112,92,41369.44,25010.72,16358.72,2023-10-30,10,Oct,4,2023,39.54,1.654
Cardinal Goods,Brand C,Sporting Goods,279.16,546.71,194,149,106061.74,54157.04,51904.7,2023-11-07,11,Nov,4,2023,48.94,1.958
Cardinal Goods,Brand C,Sporting Goods,162.87,362.85,96,410,34833.6,15635.52,19198.08,2023-04-12,4,Apr,2,2023,55.11,2.228
Delta Traders,Brand D,Food & Beverage,246.43,374.46,182,137,68151.72,44850.26,23301.46,2023-02-17,2,Feb,1,2023,34.19,1.52
Heritage Inc.,Brand H,Office Supplies,258.27,631.97,168,207,106170.96,43389.36,62781.6,2023-02-09,2,Feb,1,2023,59.13,2.447
FairWay Corp.,Brand F,Furniture,199.75,369.52,122,489,45081.44,24369.5,20711.94,2023-12-02,12,Dec,4,2023,45.94,1.85
Heritage Inc.,Brand H,Electronics,454.22,892.82,156,124,139279.92,70858.32,68421.6,2023-07-28,7,Jul,3,2023,49.13,1.966
Apex Supplies,Brand A,Furniture,17.87,36.69,165,233,6053.85,2948.55,3105.3,2023-05-27,5,May,2,2023,51.29,2.053
Heritage Inc.,Brand H,Furniture,393.26,799.66,105,60,83964.3,41292.3,42672.0,2023-08-04,8,Aug,3,2023,50.82,2.033
Delta Traders,Brand D,Office Supplies,70.95,128.8,193,306,24858.4,13693.35,11165.05,2023-02-06,2,Feb,1,2023,44.91,1.815
Apex Supplies,Brand A,Electronics,400.8,681.47,74,265,50428.78,29659.2,20769.58,2023-09-26,9,Sep,3,2023,41.19,1.7
Heritage Inc.,Brand H,Health & Beauty,311.8,366.46,183,133,67062.18,57059.4,10002.78,2023-03-15,3,Mar,1,2023,14.92,1.175
Delta Traders,Brand D,Office Supplies,423.21,478.62,132,317,63177.84,55863.72,7314.12,2023-09-28,9,Sep,3,2023,11.58,1.131
FairWay Corp.,Brand F,Furniture,57.78,92.51,99,112,9158.49,5720.22,3438.27,2023-02-19,2,Feb,1,2023,37.54,1.601
Heritage Inc.,Brand H,Furniture,283.9,444.91,126,388,56058.66,35771.4,20287.26,2023-02-07,2,Feb,1,2023,36.19,1.567
Delta Traders,Brand D,Health & Beauty,255.53,419.78,138,377,57929.64,35263.14,22666.5,2023-07-13,7,Jul,3,2023,39.13,1.643
Cardinal Goods,Brand C,Furniture,356.03,460.6,175,453,80605.0,62305.25,18299.75,2023-08-24,8,Aug,3,2023,22.7,1.294
Icon Wholesale,Brand I,Furniture,271.8,579.87,75,190,43490.25,20385.0,23105.25,2023-11-10,11,Nov,4,2023,53.13,2.133
Cardinal Goods,Brand C,Furniture,274.96,632.34,14,378,8852.76,3849.44,5003.32,2023-06-07,6,Jun,2,2023,56.52,2.3
Icon Wholesale,Brand I,Sporting Goods,220.5,532.33,38,439,20228.54,8379.0,11849.54,2023-01-17,1,Jan,1,2023,58.58,2.414
Blue Ridge Co.,Brand B,Office Supplies,161.33,288.67,140,186,40413.8,22586.2,17827.6,2023-07-13,7,Jul,3,2023,44.11,1.789
Blue Ridge Co.,Brand B,Clothing,246.31,512.62,45,318,23067.9,11083.95,11983.95,2023-09-28,9,Sep,3,2023,51.95,2.081
Blue Ridge Co.,Brand B,Office Supplies,68.06,156.39,145,366,22676.55,9868.7,12807.85,2023-03-10,3,Mar,1,2023,56.48,2.298
FairWay Corp.,Brand F,Health & Beauty,481.14,811.01,163,88,132194.63,78425.82,53768.81,2023-07-25,7,Jul,3,2023,40.67,1.686
Cardinal Goods,Brand C,Furniture,360.06,552.04,194,186,107095.76,69851.64,37244.12,2023-09-04,9,Sep,3,2023,34.78,1.533
Icon Wholesale,Brand I,Office Supplies,476.71,1149.55,75,306,86216.25,35753.25,50463.0,2023-01-12,1,Jan,1,2023,58.53,2.411
Delta Traders,Brand D,Sporting Goods,121.1,220.64,169,433,37288.16,20465.9,16822.26,2023-03-08,3,Mar,1,2023,45.11,1.822
Apex Supplies,Brand A,Health & Beauty,440.88,791.89,195,131,154418.55,85971.6,68446.95,2023-05-30,5,May,2,2023,44.33,1.796
Delta Traders,Brand D,Food & Beverage,406.31,548.43,29,359,15904.47,11782.99,4121.48,2023-10-02,10,Oct,4,2023,25.91,1.35
Apex Supplies,Brand A,Office Supplies,341.8,427.73,18,122,7699.14,6152.4,1546.74,2023-11-01,11,Nov,4,2023,20.09,1.251
Eagle Exports,Brand E,Food & Beverage,316.26,720.74,20,47,14414.8,6325.2,8089.6,2023-12-17,12,Dec,4,2023,56.12,2.279
Delta Traders,Brand D,Furniture,165.11,323.58,14,287,4530.12,2311.54,2218.58,2023-07-10,7,Jul,3,2023,48.97,1.96
Heritage Inc.,Brand H,Sporting Goods,410.04,638.09,162,375,103370.58,66426.48,36944.1,2023-04-09,4,Apr,2,2023,35.74,1.556
Heritage Inc.,Brand H,Sporting Goods,255.74,349.96,177,178,61942.92,45265.98,16676.94,2023-07-17,7,Jul,3,2023,26.92,1.368
Global Mart,Brand G,Office Supplies,44.74,84.01,54,179,4536.54,2415.96,2120.58,2023-03-31,3,Mar,1,2023,46.74,1.878
Cardinal Goods,Brand C,Health & Beauty,163.3,313.13,31,98,9707.03,5062.3,4644.73,2023-08-24,8,Aug,3,2023,47.85,1.918
Apex Supplies,Brand A,Health & Beauty,468.3,650.84,58,329,37748.72,27161.4,10587.32,2023-02-11,2,Feb,1,2023,28.05,1.39
Apex Supplies,Brand A,Sporting Goods,426.83,978.28,104,33,101741.12,44390.32,57350.8,2023-07-09,7,Jul,3,2023,56.37,2.292
Cardinal Goods,Brand C,Health & Beauty,491.13,598.18,170,419,101690.6,83492.1,18198.5,2023-01-01,1,Jan,1,2023,17.9,1.218
FairWay Corp.,Brand F,Sporting Goods,317.72,507.89,186,69,94467.54,59095.92,35371.62,2023-09-20,9,Sep,3,2023,37.44,1.599
Global Mart,Brand G,Office Supplies,131.28,269.46,128,170,34490.88,16803.84,17687.04,2023-11-16,11,Nov,4,2023,51.28,2.053
FairWay Corp.,Brand F,Clothing,89.78,133.21,158,365,21047.18,14185.24,6861.94,2023-06-15,6,Jun,2,2023,32.6,1.484
FairWay Corp.,Brand F,Sporting Goods,101.59,229.47,25,271,5736.75,2539.75,3197.0,2023-02-25,2,Feb,1,2023,55.73,2.259
FairWay Corp.,Brand F,Food & Beverage,19.7,42.08,191,58,8037.28,3762.7,4274.58,2023-03-20,3,Mar,1,2023,53.18,2.136
Cardinal Goods,Brand C,Health & Beauty,201.43,444.08,19,180,8437.52,3827.17,4610.35,2023-01-25,1,Jan,1,2023,54.64,2.205
FairWay Corp.,Brand F,Sporting Goods,103.8,131.49,136,18,17882.64,14116.8,3765.84,2023-12-18,12,Dec,4,2023,21.06,1.267
Heritage Inc.,Brand H,Sporting Goods,211.71,274.54,3,225,823.62,635.13,188.49,2023-12-25,12,Dec,4,2023,22.89,1.297
Blue Ridge Co.,Brand B,Office Supplies,468.15,702.72,195,472,137030.4,91289.25,45741.15,2023-04-04,4,Apr,2,2023,33.38,1.501
Eagle Exports,Brand E,Health & Beauty,220.96,403.32,86,94,34685.52,19002.56,15682.96,2023-02-04,2,Feb,1,2023,45.21,1.825
Apex Supplies,Brand A,Clothing,440.21,945.23,145,368,137058.35,63830.45,73227.9,2023-10-20,10,Oct,4,2023,53.43,2.147
Apex Supplies,Brand A,Office Supplies,306.7,696.56,142,296,98911.52,43551.4,55360.12,2023-09-19,9,Sep,3,2023,55.97,2.271
Eagle Exports,Brand E,Clothing,131.09,273.46,9,80,2461.14,1179.81,1281.33,2023-06-08,6,Jun,2,2023,52.06,2.086
Cardinal Goods,Brand C,Office Supplies,184.37,442.49,190,174,84073.1,35030.3,49042.8,2023-07-27,7,Jul,3,2023,58.33,2.4
Delta Traders,Brand D,Health & Beauty,51.12,109.1,94,221,10255.4,4805.28,5450.12,2023-05-02,5,May,2,2023,53.14,2.134
Cardinal Goods,Brand C,Electronics,173.4,265.09,149,102,39498.41,25836.6,13661.81,2023-02-07,2,Feb,1,2023,34.59,1.529
Apex Supplies,Brand A,Health & Beauty,342.0,503.12,165,53,83014.8,56430.0,26584.8,2023-06-23,6,Jun,2,2023,32.02,1.471
Apex Supplies,Brand A,Health & Beauty,45.33,94.04,139,182,13071.56,6300.87,6770.69,2023-07-12,7,Jul,3,2023,51.8,2.075
Eagle Exports,Brand E,Clothing,110.65,151.59,20,350,3031.8,2213.0,818.8,2023-04-28,4,Apr,2,2023,27.01,1.37
FairWay Corp.,Brand F,Clothing,196.91,242.16,35,402,8475.6,6891.85,1583.75,2023-09-02,9,Sep,3,2023,18.69,1.23
Cardinal Goods,Brand C,Health & Beauty,491.2,906.32,53,317,48034.96,26033.6,22001.36,2023-01-22,1,Jan,1,2023,45.8,1.845
Icon Wholesale,Brand I,Health & Beauty,394.58,887.92,175,354,155386.0,69051.5,86334.5,2023-04-24,4,Apr,2,2023,55.56,2.25
Eagle Exports,Brand E,Health & Beauty,369.41,458.78,110,348,50465.8,40635.1,9830.7,2023-04-06,4,Apr,2,2023,19.48,1.242
Heritage Inc.,Brand H,Clothing,66.93,147.82,180,442,26607.6,12047.4,14560.2,2023-10-20,10,Oct,4,2023,54.72,2.209
Apex Supplies,Brand A,Health & Beauty,392.69,878.13,136,320,119425.68,53405.84,66019.84,2023-12-23,12,Dec,4,2023,55.28,2.236
Eagle Exports,Brand E,Health & Beauty,394.78,700.81,4,67,2803.24,1579.12,1224.12,2023-12-07,12,Dec,4,2023,43.67,1.775
Cardinal Goods,Brand C,Furniture,304.54,359.43,155,27,55711.65,47203.7,8507.95,2023-05-20,5,May,2,2023,15.27,1.18
Apex Supplies,Brand A,Electronics,495.28,665.87,172,273,114529.64,85188.16,29341.48,2023-07-22,7,Jul,3,2023,25.62,1.344
Delta Traders,Brand D,Food & Beverage,169.37,354.05,168,281,59480.4,28454.16,31026.24,2023-04-04,4,Apr,2,2023,52.16,2.09
Eagle Exports,Brand E,Electronics,471.22,987.91,102,359,100766.82,48064.44,52702.38,2023-01-09,1,Jan,1,2023,52.3,2.096
Global Mart,Brand G,Furniture,458.22,1080.34,47,402,50775.98,21536.34,29239.64,2023-05-21,5,May,2,2023,57.59,2.358
Apex Supplies,Brand A,Food & Beverage,15.63,29.94,94,310,2814.36,1469.22,1345.14,2023-05-15,5,May,2,2023,47.8,1.916
Cardinal Goods,Brand C,Office Supplies,230.56,293.68,172,118,50512.96,39656.32,10856.64,2023-12-27,12,Dec,4,2023,21.49,1.274
Blue Ridge Co.,Brand B,Health & Beauty,488.78,620.74,48,379,29795.52,23461.44,6334.08,2023-11-09,11,Nov,4,2023,21.26,1.27
Icon Wholesale,Brand I,Furniture,60.53,127.69,91,440,11619.79,5508.23,6111.56,2023-04-05,4,Apr,2,2023,52.6,2.11
Junction LLC,Brand J,Office Supplies,278.41,377.89,180,133,68020.2,50113.8,17906.4,2023-08-26,8,Aug,3,2023,26.33,1.357
FairWay Corp.,Brand F,Health & Beauty,489.69,763.79,84,128,64158.36,41133.96,23024.4,2023-09-12,9,Sep,3,2023,35.89,1.56
Junction LLC,Brand J,Clothing,282.19,502.89,68,7,34196.52,19188.92,15007.6,2023-10-30,10,Oct,4,2023,43.89,1.782
Cardinal Goods,Brand C,Sporting Goods,103.01,116.88,139,480,16246.32,14318.39,1927.93,2023-01-25,1,Jan,1,2023,11.87,1.135
Heritage Inc.,Brand H,Furniture,295.27,427.65,125,50,53456.25,36908.75,16547.5,2023-11-04,11,Nov,4,2023,30.96,1.448
Heritage Inc.,Brand H,Clothing,110.18,184.12,73,490,13440.76,8043.14,5397.62,2023-02-14,2,Feb,1,2023,40.16,1.671
Blue Ridge Co.,Brand B,Furniture,264.66,394.74,4,340,1578.96,1058.64,520.32,2023-11-02,11,Nov,4,2023,32.95,1.491
FairWay Corp.,Brand F,Furniture,46.28,59.74,76,471,4540.24,3517.28,1022.96,2023-09-02,9,Sep,3,2023,22.53,1.291
Global Mart,Brand G,Clothing,306.69,649.94,73,280,47445.62,22388.37,25057.25,2023-03-21,3,Mar,1,2023,52.81,2.119
Blue Ridge Co.,Brand B,Food & Beverage,263.23,589.22,77,174,45369.94,20268.71,25101.23,2023-08-07,8,Aug,3,2023,55.33,2.238
Junction LLC,Brand J,Electronics,372.68,544.29,48,182,26125.92,17888.64,8237.28,2023-12-05,12,Dec,4,2023,31.53,1.46
Blue Ridge Co.,Brand B,Health & Beauty,319.04,696.84,154,191,107313.36,49132.16,58181.2,2023-05-05,5,May,2,2023,54.22,2.184
Junction LLC,Brand J,Furniture,279.31,458.01,102,248,46717.02,28489.62,18227.4,2023-04-17,4,Apr,2,2023,39.02,1.64
Apex Supplies,Brand A,Health & Beauty,347.99,629.64,106,234,66741.84,36886.94,29854.9,2023-03-05,3,Mar,1,2023,44.73,1.809
Heritage Inc.,Brand H,Sporting Goods,80.53,185.09,77,82,14251.93,6200.81,8051.12,2023-01-26,1,Jan,1,2023,56.49,2.298
Apex Supplies,Brand A,Clothing,301.73,648.7,39,92,25299.3,11767.47,13531.83,2023-06-25,6,Jun,2,2023,53.49,2.15
Icon Wholesale,Brand I,Health & Beauty,94.33,210.09,58,372,12185.22,5471.14,6714.08,2023-05-27,5,May,2,2023,55.1,2.227
FairWay Corp.,Brand F,Clothing,463.51,598.66,19,393,11374.54,8806.69,2567.85,2023-09-16,9,Sep,3,2023,22.58,1.292
Global Mart,Brand G,Health & Beauty,43.48,52.07,88,311,4582.16,3826.24,755.92,2023-10-27,10,Oct,4,2023,16.5,1.198
Junction LLC,Brand J,Electronics,220.88,519.24,113,267,58674.12,24959.44,33714.68,2023-05-11,5,May,2,2023,57.46,2.351
Global Mart,Brand G,Electronics,350.94,576.58,77,416,44396.66,27022.38,17374.28,2023-04-27,4,Apr,2,2023,39.13,1.643
Junction LLC,Brand J,Electronics,234.43,352.36,77,119,27131.72,18051.11,9080.61,2023-09-11,9,Sep,3,2023,33.47,1.503
Cardinal Goods,Brand C,Electronics,55.13,116.58,186,70,21683.88,10254.18,11429.7,2023-04-02,4,Apr,2,2023,52.71,2.115
Blue Ridge Co.,Brand B,Electronics,281.16,638.51,28,16,17878.28,7872.48,10005.8,2023-10-27,10,Oct,4,2023,55.97,2.271
Icon Wholesale,Brand I,Electronics,324.4,748.55,66,252,49404.3,21410.4,27993.9,2023-03-09,3,Mar,1,2023,56.66,2.307
Heritage Inc.,Brand H,Clothing,354.86,547.33,10,444,5473.3,3548.6,1924.7,2023-10-19,10,Oct,4,2023,35.17,1.542
Junction LLC,Brand J,Furniture,192.9,442.34,126,121,55734.84,24305.4,31429.44,2023-09-13,9,Sep,3,2023,56.39,2.293
Global Mart,Brand G,Health & Beauty,286.19,331.21,58,379,19210.18,16599.02,2611.16,2023-07-21,7,Jul,3,2023,13.59,1.157
Icon Wholesale,Brand I,Electronics,230.84,269.97,142,9,38335.74,32779.28,5556.46,2023-05-24,5,May,2,2023,14.49,1.17
Delta Traders,Brand D,Clothing,339.31,669.43,125,286,83678.75,42413.75,41265.0,2023-05-15,5,May,2,2023,49.31,1.973
Delta Traders,Brand D,Clothing,295.94,351.68,112,315,39388.16,33145.28,6242.88,2023-09-28,9,Sep,3,2023,15.85,1.188
Apex Supplies,Brand A,Clothing,267.62,416.0,84,325,34944.0,22480.08,12463.92,2023-06-22,6,Jun,2,2023,35.67,1.554
Heritage Inc.,Brand H,Furniture,132.27,270.08,143,272,38621.44,18914.61,19706.83,2023-09-03,9,Sep,3,2023,51.03,2.042
Cardinal Goods,Brand C,Health & Beauty,10.99,17.28,96,305,1658.88,1055.04,603.84,2023-04-05,4,Apr,2,2023,36.4,1.572
Global Mart,Brand G,Furniture,95.3,128.79,33,292,4250.07,3144.9,1105.17,2023-03-30,3,Mar,1,2023,26.0,1.351
Blue Ridge Co.,Brand B,Food & Beverage,67.36,100.63,145,209,14591.35,9767.2,4824.15,2023-12-22,12,Dec,4,2023,33.06,1.494
Blue Ridge Co.,Brand B,Office Supplies,230.05,400.43,152,445,60865.36,34967.6,25897.76,2023-03-14,3,Mar,1,2023,42.55,1.741
Global Mart,Brand G,Clothing,310.01,547.34,158,217,86479.72,48981.58,37498.14,2023-06-12,6,Jun,2,2023,43.36,1.766
FairWay Corp.,Brand F,Food & Beverage,114.41,251.27,190,240,47741.3,21737.9,26003.4,2023-03-06,3,Mar,1,2023,54.47,2.196
Cardinal Goods,Brand C,Sporting Goods,470.14,1010.9,141,373,142536.9,66289.74,76247.16,2023-06-22,6,Jun,2,2023,53.49,2.15
Icon Wholesale,Brand I,Electronics,13.27,23.08,190,463,4385.2,2521.3,1863.9,2023-02-22,2,Feb,1,2023,42.5,1.739
Junction LLC,Brand J,Office Supplies,388.43,887.15,47,199,41696.05,18256.21,23439.84,2023-09-27,9,Sep,3,2023,56.22,2.284
FairWay Corp.,Brand F,Electronics,316.35,398.58,112,215,44640.96,35431.2,9209.76,2023-10-27,10,Oct,4,2023,20.63,1.26
Junction LLC,Brand J,Furniture,193.04,281.35,144,204,40514.4,27797.76,12716.64,2023-07-01,7,Jul,3,2023,31.39,1.457
Junction LLC,Brand J,Office Supplies,34.74,78.48,194,412,15225.12,6739.56,8485.56,2023-04-08,4,Apr,2,2023,55.73,2.259
FairWay Corp.,Brand F,Health & Beauty,317.47,517.22,43,415,22240.46,13651.21,8589.25,2023-08-28,8,Aug,3,2023,38.62,1.629
Apex Supplies,Brand A,Food & Beverage,198.95,492.13,8,215,3937.04,1591.6,2345.44,2023-06-04,6,Jun,2,2023,59.57,2.474
Delta Traders,Brand D,Health & Beauty,468.77,821.64,3,79,2464.92,1406.31,1058.61,2023-06-02,6,Jun,2,2023,42.95,1.753
Junction LLC,Brand J,Furniture,275.58,608.68,125,266,76085.0,34447.5,41637.5,2023-01-31,1,Jan,1,2023,54.72,2.209
FairWay Corp.,Brand F,Electronics,470.43,782.43,12,479,9389.16,5645.16,3744.0,2023-06-22,6,Jun,2,2023,39.88,1.663
FairWay Corp.,Brand F,Office Supplies,118.04,200.07,84,389,16805.88,9915.36,6890.52,2023-04-23,4,Apr,2,2023,41.0,1.695
Eagle Exports,Brand E,Health & Beauty,365.61,598.15,16,378,9570.4,5849.76,3720.64,2023-03-19,3,Mar,1,2023,38.88,1.636
Apex Supplies,Brand A,Health & Beauty,312.45,658.24,78,34,51342.72,24371.1,26971.62,2023-11-11,11,Nov,4,2023,52.53,2.107
Heritage Inc.,Brand H,Electronics,372.31,694.93,59,288,41000.87,21966.29,19034.58,2023-03-31,3,Mar,1,2023,46.42,1.867
Eagle Exports,Brand E,Office Supplies,115.19,278.91,177,17,49367.07,20388.63,28978.44,2023-03-06,3,Mar,1,2023,58.7,2.421
Eagle Exports,Brand E,Food & Beverage,335.85,487.4,63,164,30706.2,21158.55,9547.65,2023-02-05,2,Feb,1,2023,31.09,1.451
Global Mart,Brand G,Electronics,254.04,315.21,190,12,59889.9,48267.6,11622.3,2023-04-10,4,Apr,2,2023,19.41,1.241
Delta Traders,Brand D,Health & Beauty,373.98,617.28,49,201,30246.72,18325.02,11921.7,2023-05-11,5,May,2,2023,39.41,1.651
FairWay Corp.,Brand F,Food & Beverage,170.25,334.27,51,228,17047.77,8682.75,8365.02,2023-05-30,5,May,2,2023,49.07,1.963
Delta Traders,Brand D,Food & Beverage,446.13,1028.38,33,345,33936.54,14722.29,19214.25,2023-06-19,6,Jun,2,2023,56.62,2.305
Cardinal Goods,Brand C,Electronics,51.31,81.31,30,365,2439.3,1539.3,900.0,2023-11-09,11,Nov,4,2023,36.9,1.585
Global Mart,Brand G,Health & Beauty,405.52,817.25,187,464,152825.75,75832.24,76993.51,2023-07-02,7,Jul,3,2023,50.38,2.015
Heritage Inc.,Brand H,Furniture,432.05,687.08,76,447,52218.08,32835.8,19382.28,2023-04-30,4,Apr,2,2023,37.12,1.59
Delta Traders,Brand D,Health & Beauty,410.45,806.17,15,0,12092.55,6156.75,5935.8,2023-06-20,6,Jun,2,2023,49.09,1.964
Blue Ridge Co.,Brand B,Clothing,261.24,610.97,82,318,50099.54,21421.68,28677.86,2023-05-22,5,May,2,2023,57.24,2.339
Junction LLC,Brand J,Office Supplies,224.81,320.11,92,216,29450.12,20682.52,8767.6,2023-01-02,1,Jan,1,2023,29.77,1.424
Cardinal Goods,Brand C,Sporting Goods,498.17,829.92,23,33,19088.16,11457.91,7630.25,2023-10-20,10,Oct,4,2023,39.97,1.666
Apex Supplies,Brand A,Furniture,122.29,304.57,94,358,28629.58,11495.26,17134.32,2023-08-21,8,Aug,3,2023,59.85,2.491
